participantId, condition, trialNumber, trialStart, trialEnd, expectedAngle, drawnAngle, wristRotation, expectedWristRotation
112,0,1,1627231827935,1627231830093,36,33,51
112,0,2,1627231835449,1627231837563,0,7,51
112,0,3,1627231842963,1627231845174,-72,-34,61
112,0,4,1627231854528,1627231856691,108,152,53
112,0,5,1627231866185,1627231869108,72,98,57
112,0,6,1627231878559,1627231880629,108,146,24
112,0,7,1627231886030,1627231888233,180,175,86
112,0,8,1627231897550,1627231899711,108,147,64
112,0,9,1627231908170,1627231910377,-144,-179,70
112,0,10,1627231918835,1627231920858,-36,-1,70
112,0,11,1627231929365,1627231932155,-36,-10,73
112,0,12,1627231940659,1627231942503,-108,-97,73
112,0,13,1627231948085,1627231950604,72,146,55
112,0,14,1627231956506,1627231958748,-36,-8,65
112,0,15,1627231968561,1627231970538,72,151,65
112,0,16,1627231980078,1627231982019,144,177,97
112,0,17,1627231991465,1627231993851,-108,-125,72
112,0,18,1627232003390,1627232005594,-144,-146,69
112,0,19,1627232013064,1627232015587,180,-176,69
112,0,20,1627232026475,1627232028455,108,150,73
112,0,21,1627232036869,1627232039434,-108,-117,75
112,0,22,1627232046908,1627232048883,-72,-32,71
112,0,23,1627232054330,1627232058828,-108,-76,95
112,0,24,1627232065265,1627232068008,180,-178,95
112,0,25,1627232073455,1627232075748,144,154,38
112,0,26,1627232086105,1627232087676,180,174,63
112,0,27,1627232094155,1627232096943,0,2,102
112,0,28,1627232104377,1627232106708,-72,-45,104
112,0,29,1627232118769,1627232120615,-72,-28,55
112,0,30,1627232132089,1627232134070,-144,-97,56
112,0,31,1627232140549,1627232143383,-108,-95,123
112,0,32,1627232151844,1627232153868,-108,-90,79
112,0,33,1627232162284,1627232165164,108,154,102
112,0,34,1627232170654,1627232172769,-36,1,60
112,0,35,1627232182263,1627232184558,-36,3,77
112,0,36,1627232193965,1627232196086,144,180,118
112,0,37,1627232204494,1627232207012,72,32,73
112,0,38,1627232212464,1627232214257,0,6,53
112,0,39,1627232221637,1627232224427,-144,-86,91
112,0,40,1627232232844,1627232234961,-72,-9,57
112,0,41,1627232240856,1627232243283,72,92,50
112,0,42,1627232249764,1627232254580,36,59,45
112,0,43,1627232262049,1627232264207,108,140,62
112,0,44,1627232271724,1627232273977,108,155,64
112,0,45,1627232281489,1627232283829,-108,-88,71
112,0,46,1627232290354,1627232293908,-144,-93,103
112,0,47,1627232299354,1627232302099,72,134,57
112,0,48,1627232309119,1627232311278,180,180,56
112,0,49,1627232319340,1627232322392,36,38,41
112,0,50,1627232331303,1627232335262,-108,-97,62
112,1,1,1627232350429,1627232398172,55,5,55
112,1,2,1627232404666,1627232408433,147,178,75
112,1,3,1627232414868,1627232418647,96,20,60
112,1,4,1627232426704,1627232429446,129,143,57
112,1,5,1627232435929,1627232438315,-172,154,80
112,1,6,1627232448753,1627232452535,-72,-156,72
112,1,7,1627232460006,1627232462431,62,1,62
112,1,8,1627232470939,1627232473682,-145,180,71
112,1,9,1627232485309,1627232489253,-29,-33,43
112,1,10,1627232497853,1627232499962,-4,3,32
112,1,11,1627232507259,1627232509143,-169,-176,47
112,1,12,1627232518144,1627232520706,157,142,49
112,1,13,1627232533584,1627232534523,70,48,34
112,1,14,1627232544245,1627232546222,-165,180,15
112,1,15,1627232554503,1627232556844,-35,8,37
112,1,16,1627232565303,1627232567329,-113,-163,67
112,1,17,1627232577634,1627232580422,95,43,59
112,1,18,1627232585958,1627232588297,11,2,47
112,1,19,1627232596758,1627232598920,51,13,51
112,1,20,1627232608368,1627232611158,-141,-171,75
112,1,21,1627232618628,1627232621642,20,0,56
112,1,22,1627232627044,1627232629338,-107,-97,37
112,1,23,1627232638299,1627232640181,-117,179,63
112,1,24,1627232646664,1627232648958,128,48,92
112,1,25,1627232656477,1627232659084,8,1,80
112,1,26,1627232668535,1627232670739,99,51,63
112,1,27,1627232680233,1627232681942,4,8,76
112,1,28,1627232690448,1627232692609,-169,161,83
112,0,51,1627233019630,1627233029702,-72,-6,31
112,1,1,1627233059268,1627233061515,15,-18,87
112,1,2,1627233066916,1627233068673,-11,-12,61
112,1,3,1627233075151,1627233077850,-54,0,90
112,1,4,1627233086401,1627233088608,23,14,59
112,1,5,1627233097069,1627233098867,134,156,62
112,1,6,1627233104355,1627233106748,55,30,55
112,1,7,1627233112143,1627233116059,136,61,100
112,1,8,1627233122585,1627233125644,-50,0,94
112,1,9,1627233135139,1627233136935,-6,-4,66
112,1,10,1627233145086,1627233148278,177,170,69
112,1,11,1627233156735,1627233158985,-136,169,80
112,1,12,1627233164430,1627233167134,96,66,60
112,1,13,1627233175547,1627233178020,112,79,112
112,1,14,1627233187517,1627233190173,-165,-156,51
112,1,15,1627233199621,1627233201870,6,8,42
112,1,16,1627233210337,1627233212264,-62,-92,46
112,1,17,1627233218747,1627233221444,-106,-5,74
112,1,18,1627233228916,1627233230852,-99,-45,81
112,1,19,1627233237333,1627233239400,-80,-19,64
112,1,20,1627233245836,1627233247592,-170,171,82
112,1,21,1627233253982,1627233256498,108,79,72
112,1,22,1627233266040,1627233268293,70,32,106
112,1,23,1627233276795,1627233279318,27,35,63
112,1,24,1627233287731,1627233290566,122,149,50
112,1,25,1627233300153,1627233302806,30,32,66
112,1,26,1627233311221,1627233313249,133,169,61
112,1,27,1627233319726,1627233322969,54,32,54
112,1,28,1627233329445,1627233332909,-57,-63,51
112,1,29,1627233341326,1627233344388,-97,-101,83
112,1,30,1627233349830,1627233352936,-62,-62,46
112,1,31,1627233362480,1627233364501,-135,-175,45
112,1,32,1627233372915,1627233375437,177,165,33
112,1,33,1627233382953,1627233386549,-71,-93,37
112,1,34,1627233395102,1627233397261,-72,-31,36
112,1,35,1627233405046,1627233407162,-54,-5,18
112,1,36,1627233416610,1627233418818,-109,-141,35
112,1,37,1627233425252,1627233427412,-94,-134,50
112,1,38,1627233434429,1627233436413,30,4,30
112,1,39,1627233445951,1627233450586,176,170,32
112,1,40,1627233458054,1627233460709,97,88,25
112,1,41,1627233467596,1627233469803,150,149,42
112,1,42,1627233479249,1627233482446,140,152,32
112,1,43,1627233491941,1627233493922,42,27,42
112,1,44,1627233499320,1627233501391,74,48,38
112,1,45,1627233508366,1627233510257,62,55,26
112,1,46,1627233518716,1627233520469,-171,152,45
112,1,47,1627233526322,1627233528618,116,145,44
112,1,48,1627233534421,1627233536356,178,176,70
112,1,49,1627233542836,1627233544634,-58,-143,122
112,1,50,1627233550035,1627233551657,140,165,68